stim1,stim2,stim3
913,国外各家银行。,+
914,国外各勺银行。,-
915,今天你做的一桌菜。,+
916,今天你做的一顿菜。,-
917,上海一家等级权威性医院。,+
918,上海一麦等级权威性医院。,-
919,１３名阿拉伯裔民众。,+
920,１３盆阿拉伯裔民众。,-
921,我们一帮研究生的同学。,+
922,我们一节研究生的同学。,-
923,这艘导弹驱逐舰。,+
924,这纸导弹驱逐舰。,-
925,一千多名幼稚园学生。,+
926,一千多台幼稚园学生。,-
927,一辆黑色轿车。,+
928,一只黑色轿车。,-
929,才120多元钱。,+
930,才120多铢钱。,-
931,中国一批优势企业。,+
932,中国一端优势企业。,-
933,共有１６架飞机的新疆航空公司。,+
934,共有１６匹飞机的新疆航空公司。,-
935,一家周刊的采访。,+
936,一名周刊的采访。,-
937,某位军事观察家的话。,+
938,某门军事观察家的话。,-
939,新一代武器全面换装训练。,+
940,新一重武器全面换装训练。,-
941,两名以色列人。,+
942,两亩以色列人。,-
943,３９名示威者。,+
944,３９派示威者。,-
945,够级大擂台的一千元奖金获得者。,+
946,够级大擂台的一千家奖金获得者。,-
947,南京的各类活动。,+
948,南京的各番活动。,-
949,二百五十间学校。,+
950,二百五十堆学校。,-
951,本次首脑会议。,+
952,本对首脑会议。,-
953,１１５名众议员。,+
954,１１５勺众议员。,-
955,《洛杉矶时报》的一位专栏作家。,+
956,《洛杉矶时报》的一份专栏作家。,-
957,一名巴勒斯坦人。,+
958,一篮巴勒斯坦人。,-
959,对藤森的一项指控。,+
960,对藤森的一月指控。,-
961,最后一次关门的准备。,+
962,最后一方关门的准备。,-
963,一家工程公司。,+
964,一档子工程公司。,-
965,国家医药管理局一位官员。,+
966,国家医药管理局一件官员。,-
967,这么一群政府。,+
968,这么一根政府。,-
969,总共４５名警力。,+
970,总共４５伙警力。,-
971,自己腰包里的哪怕一分钱。,+
972,自己腰包里的哪怕一摊钱。,-
973,新建医院周边十万平米土地。,+
974,新建医院周边十万年土地。,-
975,一场宪法危机。,+
976,一盒宪法危机。,-
977,李登辉这番话。,+
978,李登辉这身话。,-
979,中关村科技园新一轮创业热潮。,+
980,中关村科技园新一栋创业热潮。,-
981,普京的这次访问。,+
982,普京的这叠访问。,-
983,两列绿皮火车。,+
984,两部分绿皮火车。,-
985,国内历次摄影比赛。,+
986,国内历年摄影比赛。,-
987,约２０００名各地选手。,+
988,约２０００级各地选手。,-
989,第二次世界大战。,+
990,第二度世界大战。,-
991,四百一十五亿元人民币。,+
992,四百一十五亿分人民币。,-
993,江西省经贸厅一份报告。,+
994,江西省经贸厅一具报告。,-
995,一百所大专院校。,+
996,一百季大专院校。,-
997,他会唱的三、四十条歌。,+
998,他会唱的三、四十间歌。,-
999,脚下这片土地。,+
1000,脚下这枝土地。,-
1001,八所中医院校。,+
1002,八匹中医院校。,-
1003,八十多家电台。,+
1004,八十多则电台。,-
1005,特别可怕的一件事。,+
1006,特别可怕的一条事。,-
1007,俄罗斯三艘军舰。,+
1008,俄罗斯三堆军舰。,-
1009,五点三亿元人民币。,+
1010,五点三亿里人民币。,-
1011,三颗全球定位卫星。,+
1012,三期全球定位卫星。,-
1013,一批重点对外招商项目。,+
1014,一桶重点对外招商项目。,-
1015,佛州选票争端以及本次总统选举。,+
1016,佛州选票争端以及本任总统选举。,-
1017,总是价格的七寸处。,+
1018,总是价格的七波处。,-
1019,多位下属钱物。,+
1020,多项下属钱物。,-
1021,那么一回事儿。,+
1022,那么一方事儿。,-
1023,加州的某所大学。,+
1024,加州的某撮大学。,-
1025,台下二百多名资讯同业。,+
1026,台下二百多些资讯同业。,-
1027,两位副手人选。,+
1028,两篇副手人选。,-
1029,一件件标本、一幅幅图片。,+
1030,一次标本、一次图片。,-
1031,那位访问学者。,+
1032,那方访问学者。,-
1033,五十几位市议员。,+
1034,五十几斛市议员。,-
1035,当地一家猪肉店。,+
1036,当地一部猪肉店。,-
1037,它们的电脑千年问题。,+
1038,它们的电脑千季问题。,-
1039,美国之间记者凯吉的一篇报道。,+
1040,美国之间记者凯吉的一伏报道。,-
1041,２００多名中外记者。,+
1042,２００多分钟中外记者。,-
1043,一股外资银行东迁的热潮。,+
1044,一口外资银行东迁的热潮。,-
1045,九十九家外商投资企业。,+
1046,九十九根外商投资企业。,-
1047,你如果呢付给村民五千块钱。,+
1048,你如果呢付给村民五千阵钱。,-
1049,八百多块钱来回票。,+
1050,八百多列钱来回票。,-
1051,一家宽频公司。,+
1052,一台宽频公司。,-
1053,二百六十六亿元人民币。,+
1054,二百六十六亿架人民币。,-
1055,十四亿元人民币。,+
1056,十四亿些人民币。,-
1057,３名恐怖分子。,+
1058,３壶恐怖分子。,-
1059,20余起盗窃案例。,+
1060,20余分钟盗窃案例。,-
1061,《新新闻》这篇报道。,+
1062,《新新闻》这场报道。,-
1063,苏梅克—列维九号彗星。,+
1064,苏梅克—列维九项彗星。,-
1065,由专家撰写的这套图书。,+
1066,由专家撰写的这摊图书。,-
1067,《女神向前走》这部戏。,+
1068,《女神向前走》这辈戏。,-
1069,阿索乡牧民阿珍一家１５口人。,+
1070,阿索乡牧民阿珍一家１５些人。,-
1071,三位企业界人士。,+
1072,三公顷企业界人士。,-
1073,这位摇滚歌手。,+
1074,这起摇滚歌手。,-
1075,内湖南港木嘉灾区各级区学校。,+
1076,内湖南港木嘉灾区各斛区学校。,-
1077,这届外企交易会。,+
1078,这架外企交易会。,-
1079,这么一回事儿。,+
1080,这么一道事儿。,-
1081,台视、中视、华视等三家电视台。,+
1082,台视、中视、华视等三叠电视台。,-
1083,新一届剧协领导成员。,+
1084,新一瓶剧协领导成员。,-
1085,参加这次活动的名单。,+
1086,参加这天活动的名单。,-
1087,２名以色列人。,+
1088,２枚以色列人。,-
1089,一套解决方案。,+
1090,一伙解决方案。,-
1091,一万多名机关干部。,+
1092,一万多处机关干部。,-
1093,女性撑起半边天。,+
1094,女性撑起半帮子天。,-
1095,这家外企服务总公司。,+
1096,这盏外企服务总公司。,-
1097,各级政府部门。,+
1098,各架政府部门。,-
1099,中国五十枚导弹。,+
1100,中国五十列导弹。,-
1101,《南报》那位记者。,+
1102,《南报》那分钟记者。,-
1103,一场闹事风波。,+
1104,一步闹事风波。,-
1105,一套教育制度。,+
1106,一群教育制度。,-
1107,两会达成的四项共识。,+
1108,两会达成的四批共识。,-
1109,路边的４台轿车。,+
1110,路边的４路轿车。,-
1111,２３处收费点。,+
1112,２３摊收费点。,-
1113,一位观察人士。,+
1114,一枝观察人士。,-
1115,当地一家医院。,+
1116,当地一公里医院。,-
1117,她的一位毕业学生。,+
1118,她的一册毕业学生。,-
1119,一场军事研讨会。,+
1120,一段军事研讨会。,-
1121,带着１００多名检调人员。,+
1122,带着１００多窝检调人员。,-
1123,六十八处分流岗。,+
1124,六十八只分流岗。,-
1125,至少４名美国人。,+
1126,至少４瓶美国人。,-
1127,同一批投资者。,+
1128,同一把投资者。,-
1129,每年录取人数。,+
1130,每篮录取人数。,-
1131,好长一段时间里面。,+
1132,好长一本时间里面。,-
1133,国内一批优势企业。,+
1134,国内一票优势企业。,-
1135,近百万元人民币。,+
1136,近百万句人民币。,-
1137,这样一项法律。,+
1138,这样一日法律。,-
1139,八万二千多家制造业厂商。,+
1140,八万二千多吨制造业厂商。,-
1141,１１名众议员。,+
1142,１１声众议员。,-
1143,这次事件的伤亡人数。,+
1144,这册事件的伤亡人数。,-
1145,一门课程的应用能力。,+
1146,一场课程的应用能力。,-
1147,约４１次异议权。,+
1148,约４１块异议权。,-
1149,多起船支断缆的事件。,+
1150,多样船支断缆的事件。,-
1151,１０万元人民币。,+
1152,１０万斛人民币。,-
1153,台湾目前几家晶片公司。,+
1154,台湾目前几月晶片公司。,-
1155,１００多名警力。,+
1156,１００多门子警力。,-
1157,一家处级事业单位。,+
1158,一笼处级事业单位。,-
1159,一片歌舞升平，繁荣娼胜。,+
1160,一勺歌舞升平，繁荣娼胜。,-
1161,一名教师和17名学生。,+
1162,一架教师和17架学生。,-
1163,芝加哥的二十一万六千余名工人。,+
1164,芝加哥的二十一万六千余般工人。,-
1165,一批特大型的工业投资项目。,+
1166,一张特大型的工业投资项目。,-
1167,几起男子美容业与顾客的纠纷。,+
1168,几秒男子美容业与顾客的纠纷。,-
1169,中共委托的几家公司。,+
1170,中共委托的几枝公司。,-
1171,苏宪何等３名死刑犯。,+
1172,苏宪何等３天死刑犯。,-
1173,济南市第二中学9名高一学生。,+
1174,济南市第二中学9通高一学生。,-
1175,三十万家外商投资企业。,+
1176,三十万石外商投资企业。,-
1177,北方舰队几位官员。,+
1178,北方舰队几项官员。,-
1179,一亿港元债券。,+
1180,一亿身债券。,-
1181,我那上面最后一句话。,+
1182,我那上面最后一幅幅话。,-
1183,一次专项检查。,+
1184,一名专项检查。,-
1185,一支行动电话。,+
1186,一番行动电话。,-
1187,井下740米处。,+
1188,井下740片处。,-
1189,各类贸易方式。,+
1190,各碗贸易方式。,-
1191,一坪台币一千元的价格。,+
1192,一波台币一千波的价格。,-
1193,这起焚化炉贪渎弊案。,+
1194,这公斤焚化炉贪渎弊案。,-
1195,天津在海外投资的各类企业。,+
1196,天津在海外投资的各根企业。,-
1197,经济合作、人员往来和各项交流。,+
1198,经济合作、人员往来和各毛交流。,-
1199,此次枪杀事件。,+
1200,此口枪杀事件。,-
1201,你們那個地方的原因。,+
1202,你們那桌地方的原因。,-
1203,几次人肉恐怖袭击。,+
1204,几手人肉恐怖袭击。,-
1205,这次会议期间。,+
1206,这胞会议期间。,-
1207,以徐昌霖的第四份遗嘱。,+
1208,以徐昌霖的第四片遗嘱。,-
1209,这所学校里的人。,+
1210,这方学校里的人。,-
1211,经过五年建设。,+
1212,经过五时建设。,-
1213,三十亿元人民币。,+
1214,三十亿名人民币。,-
1215,这股实验火苗。,+
1216,这种实验火苗。,-
1217,日本石油公司等多家公司。,+
1218,日本石油公司等多边公司。,-
1219,一位中情局的特工。,+
1220,一摊中情局的特工。,-
1221,二次世界大战。,+
1222,二尺世界大战。,-
1223,中国三件利器。,+
1224,中国三座利器。,-
1225,教育署及两间传播机构。,+
1226,教育署及两册传播机构。,-
1227,将近十亿元资金。,+
1228,将近十亿系列资金。,-
1229,一股全球力量。,+
1230,一项全球力量。,-
1231,未来的相当长一段时间。,+
1232,未来的相当长一册时间。,-
1233,俄罗斯航空公司一名官员。,+
1234,俄罗斯航空公司一条官员。,-
1235,4000枚原子弹原料。,+
1236,4000盘原子弹原料。,-
1237,跟我们一家人。,+
1238,跟我们一片人。,-
1239,通过这次公益活动。,+
1240,通过这程公益活动。,-
1241,多所大学开设的企管课程。,+
1242,多盘大学开设的企管课程。,-
1243,近８亿元人民币。,+
1244,近８亿层人民币。,-
1245,插在北约组织胸口的一把刀。,+
1246,插在北约组织胸口的一段儿刀。,-
1247,９枚金牌，３枚银牌和４枚铜牌。,+
1248,９盏金牌，３盏银牌和４盏铜牌。,-
1249,尼玛两件衣服两条裤子。,+
1250,尼玛两盒衣服两盒裤子。,-
1251,五千多家重点厂商。,+
1252,五千多间重点厂商。,-
1253,三十万元人民币。,+
1254,三十万档子人民币。,-
1255,一批区域性市场。,+
1256,一麦区域性市场。,-
1257,星期五的一份声明。,+
1258,星期五的一天声明。,-
1259,各项配套改革步伐。,+
1260,各首配套改革步伐。,-
1261,一件爆冲事件。,+
1262,一路爆冲事件。,-
1263,最新的一起袭击事件。,+
1264,最新的一只袭击事件。,-
1265,所领各项费用。,+
1266,所领各首费用。,-
1267,一张公交卡假期。,+
1268,一部分公交卡假期。,-
1269,菲律宾政坛的一位名人。,+
1270,菲律宾政坛的一支名人。,-
1271,青岛一批企业。,+
1272,青岛一周企业。,-
1273,三万多名乘客。,+
1274,三万多台乘客。,-
1275,高雄市一家餐厅。,+
1276,高雄市一日元餐厅。,-
1277,７００多名学生和他们的老师。,+
1278,７００多笼学生和他们的老师。,-
1279,欧盟１５名领袖。,+
1280,欧盟１５卮领袖。,-
1281,随行的五十多位记者。,+
1282,随行的五十多倍记者。,-
1283,一名巴勒斯坦人。,+
1284,一里巴勒斯坦人。,-
1285,这起炸弹攻击事件。,+
1286,这方炸弹攻击事件。,-
1287,５０多名巴勒斯坦人。,+
1288,５０多步巴勒斯坦人。,-
1289,十三家外国和香港公司。,+
1290,十三箩外国和香港公司。,-
1291,24颗通讯卫星。,+
1292,24级通讯卫星。,-
1293,四十九亿元人民币。,+
1294,四十九亿层人民币。,-
1295,各类金融机构。,+
1296,各剂金融机构。,-
1297,这次答辩委员会的名单。,+
1298,这季答辩委员会的名单。,-
1299,这次审判的时间。,+
1300,这部分审判的时间。,-
1301,包括人民网在内的各路消息。,+
1302,包括人民网在内的各勺消息。,-
1303,遍地山林中的一方平地。,+
1304,遍地山林中的一锅平地。,-
1305,奥斯路的４天逗留期间。,+
1306,奥斯路的４尺逗留期间。,-
1307,有７００名高校校长参加的会。,+
1308,有７００枚高校校长参加的会。,-
1309,７名大陆渔工。,+
1310,７叠大陆渔工。,-
1311,一张脸、一张嘴。,+
1312,一篇脸、一篇嘴。,-
1313,五四这面旗子。,+
1314,五四这里旗子。,-
1315,美国的这次行动。,+
1316,美国的这层行动。,-
1317,台南安平区一家庙的金炉里面。,+
1318,台南安平区一斗庙的金炉里面。,-
1319,宝成复线、进藏铁路等十条铁路。,+
1320,宝成复线、进藏铁路等十帮子铁路。,-
1321,电脑千年问题。,+
1322,电脑千段问题。,-
1323,二次世界大战。,+
1324,二倍世界大战。,-
1325,这名海军官员。,+
1326,这册海军官员。,-
1327,年8000亿美元贸易逆差。,+
1328,年8000亿辈贸易逆差。,-
1329,其他各类费用。,+
1330,其他各块费用。,-
1331,一场防抢演练。,+
1332,一间防抢演练。,-
1333,他的几项政策。,+
1334,他的几剂政策。,-
1335,一套演进体系。,+
1336,一剂演进体系。,-
1337,一条鱼，两条鱼，红鱼，蓝鱼。,+
1338,一门子鱼，两门子鱼，红鱼，蓝鱼。,-
1339,他的这份工作。,+
1340,他的这架工作。,-
1341,克林顿担任总统的８年期间。,+
1342,克林顿担任总统的８笔期间。,-
1343,６０００名记者。,+
1344,６０００月记者。,-
1345,一位体育记者。,+
1346,一支体育记者。,-
1347,安玻二期工程。,+
1348,安玻二公里工程。,-
1349,广东的一位参事说的话。,+
1350,广东的一美元参事说的话。,-
1351,每根柱子直径。,+
1352,每系列柱子直径。,-
1353,这起爆炸事件。,+
1354,这方爆炸事件。,-
1355,今后一段时期。,+
1356,今后一撮时期。,-
1357,根据这项计划。,+
1358,根据这层计划。,-
1359,这次访问期间。,+
1360,这斗访问期间。,-
1361,卖座的２５部电影。,+
1362,卖座的２５卮电影。,-
1363,一句话一个电话。,+
1364,一户话一户电话。,-
1365,不到５０名军人。,+
1366,不到５０毫升军人。,-
1367,三千家台资企业。,+
1368,三千双台资企业。,-
1369,《核霸》这本书。,+
1370,《核霸》这门书。,-
1371,一名党员干部。,+
1372,一户党员干部。,-
1373,演播室的两位嘉宾。,+
1374,演播室的两段儿嘉宾。,-
1375,这次抗议活动。,+
1376,这重抗议活动。,-
1377,这起人蛇走私案。,+
1378,这合人蛇走私案。,-
1379,此次国大的修宪结果。,+
1380,此月国大的修宪结果。,-
1381,人们在谈论的其中一件事。,+
1382,人们在谈论的其中一勺事。,-
1383,一名犹太人定居者。,+
1384,一方犹太人定居者。,-
1385,一百四十余家污染企业。,+
1386,一百四十余具污染企业。,-
1387,艺术史那本书。,+
1388,艺术史那档子书。,-
1389,新建的五家保险公司。,+
1390,新建的五夜保险公司。,-
1391,当地一家玩具店。,+
1392,当地一身玩具店。,-
1393,五十多项煤层气开发及利用工程。,+
1394,五十多回煤层气开发及利用工程。,-
1395,十八万亩土地作为中心示范区。,+
1396,十八万头土地作为中心示范区。,-
1397,林甸县一位农村妇女。,+
1398,林甸县一根农村妇女。,-
1399,三、四栋房子。,+
1400,三、四秒房子。,-
1401,三家航空公司。,+
1402,三窝航空公司。,-
1403,这次袭击事件。,+
1404,这列袭击事件。,-
1405,这次暴力冲突。,+
1406,这盆暴力冲突。,-
1407,这股消费热潮。,+
1408,这亩消费热潮。,-
1409,大约６５万张选票的重计工作。,+
1410,大约６５万时选票的重计工作。,-
1411,成渝、川黔、襄渝三条铁路。,+
1412,成渝、川黔、襄渝三件铁路。,-
1413,今年刚买的一辆车。,+
1414,今年刚买的一帮子车。,-
1415,最后那家店里的东西。,+
1416,最后那台店里的东西。,-
1417,一家版权代理公司。,+
1418,一合版权代理公司。,-
1419,二百四十多家关联企业。,+
1420,二百四十多盆关联企业。,-
1421,怎么样一回事。,+
1422,怎么样一方事。,-
1423,两家中资公司。,+
1424,两麦中资公司。,-
1425,一批省市级官员。,+
1426,一任省市级官员。,-
1427,四至六万辆汽车。,+
1428,四至六万般汽车。,-
1429,三百六十块钱。,+
1430,三百六十届钱。,-
1431,各类企业和组织。,+
1432,各斛企业和组织。,-
1433,２名巴勒斯坦人。,+
1434,２只巴勒斯坦人。,-
1435,一场人民保卫战。,+
1436,一幅人民保卫战。,-
1437,七十九项建议。,+
1438,七十九枚建议。,-
1439,三名被告及两名中国人士。,+
1440,三群被告及两群中国人士。,-
1441,这波创业热潮。,+
1442,这帮创业热潮。,-
1443,此次出国访问。,+
1444,此平方公里出国访问。,-
1445,政府军数百辆装甲车。,+
1446,政府军数百分钟装甲车。,-
1447,我关于这件事情最佳意见。,+
1448,我关于这票事情最佳意见。,-
1449,几次极地科考活动。,+
1450,几叠极地科考活动。,-
1451,某家美商银行。,+
1452,某门子美商银行。,-
1453,我13名同胞。,+
1454,我13吨同胞。,-
1455,菲律宾独立后的第１３届总统。,+
1456,菲律宾独立后的第１３剂总统。,-
1457,根据一项民议中的决议。,+
1458,根据一伏民议中的决议。,-
1459,这次修宪过程。,+
1460,这面修宪过程。,-
1461,加沙地带的１次攻击行动。,+
1462,加沙地带的１月攻击行动。,-
1463,尼共（联合马列）此次选举。,+
1464,尼共（联合马列）此卮选举。,-
1465,五万公斤马铃薯种。,+
1466,五万轮马铃薯种。,-
1467,５名巴勒斯坦人。,+
1468,５批巴勒斯坦人。,-
1469,民选首长及各级代表。,+
1470,民选首长及各边代表。,-
1471,北大、清华、复旦等六所高校。,+
1472,北大、清华、复旦等六钟高校。,-
1473,最大五百家外商投资企业。,+
1474,最大五百吨外商投资企业。,-
1475,自己的一片天。,+
1476,自己的一匹天。,-
1477,各级人大政府。,+
1478,各份人大政府。,-
1479,山东省一位政府官员。,+
1480,山东省一场政府官员。,-
1481,小小一片晶片。,+
1482,小小一股晶片。,-
1483,一名巴勒斯坦人。,+
1484,一盘巴勒斯坦人。,-
1485,一次叛乱袭击。,+
1486,一件件叛乱袭击。,-
1487,你如果付给村民一万块钱。,+
1488,你如果付给村民一万亩钱。,-
1489,１５００多名中外新闻记者。,+
1490,１５００多枝中外新闻记者。,-
1491,包括两位副市长和民意代表。,+
1492,包括两档副市长和民意代表。,-
1493,四十八家企业。,+
1494,四十八部分企业。,-
1495,这群专业人士。,+
1496,这档专业人士。,-
1497,台湾人心头上的一把刀。,+
1498,台湾人心头上的一具刀。,-
1499,５６公斤力举。,+
1500,５６季力举。,-
1501,两名反对派武装成员。,+
1502,两枝反对派武装成员。,-
1503,两层钢筋混凝土框架结构。,+
1504,两秒钢筋混凝土框架结构。,-
1505,八十年代的八年战争期间。,+
1506,八十年代的八组战争期间。,-
1507,两只老虎崽、一头狮子。,+
1508,两元老虎崽、一元狮子。,-
1509,平时的多次演习。,+
1510,平时的多纸演习。,-
1511,12名硕士研究生。,+
1512,12处硕士研究生。,-
1513,七十亿元人民币。,+
1514,七十亿壶人民币。,-
1515,至少９名巴勒斯坦人。,+
1516,至少９英寸巴勒斯坦人。,-
1517,这项和平协议。,+
1518,这番和平协议。,-
1519,只有３名选手。,+
1520,只有３般选手。,-
1521,最近一段时间。,+
1522,最近一旬时间。,-
1523,多位专家的意见。,+
1524,多头专家的意见。,-
1525,此次研讨会主要议题之一。,+
1526,此摊研讨会主要议题之一。,-
1527,千亿美元高峰。,+
1528,千亿门高峰。,-
1529,这架失事飞机。,+
1530,这枝失事飞机。,-
1531,这次访问的情况。,+
1532,这类访问的情况。,-
1533,江西省几所监狱单位。,+
1534,江西省几出监狱单位。,-
1535,以上七所学校。,+
1536,以上七桌学校。,-
1537,一百三十多所大专院校。,+
1538,一百三十多摊大专院校。,-
1539,文圣国小一位老师。,+
1540,文圣国小一代老师。,-
1541,一笔寄宿费用。,+
1542,一阵寄宿费用。,-
1543,一套飞弹防御系统。,+
1544,一棵飞弹防御系统。,-
1545,每桶原油出口收入。,+
1546,每家原油出口收入。,-
1547,这类住房分配制度改革试点工作。,+
1548,这壶住房分配制度改革试点工作。,-
1549,价格的七寸处。,+
1550,价格的七朵处。,-
1551,各项法律规定。,+
1552,各类法律规定。,-
1553,美、英、法发动的这场战争。,+
1554,美、英、法发动的这平方公里战争。,-
1555,三名皇家香港警务处人员。,+
1556,三幢皇家香港警务处人员。,-
1557,福州一位知府。,+
1558,福州一吨知府。,-
1559,一系列改革措施。,+
1560,一日改革措施。,-
1561,五元玉米条的销售数字。,+
1562,五声玉米条的销售数字。,-
1563,４０亿元人民币。,+
1564,４０亿毛人民币。,-
1565,一家服饰店大门口。,+
1566,一夜服饰店大门口。,-
1567,４１９元人民币。,+
1568,４１９档子人民币。,-
1569,在津投资的三十多位台商代表。,+
1570,在津投资的三十多剂台商代表。,-
1571,海军舰艇编队6艘舰艇。,+
1572,海军舰艇编队6年舰艇。,-
1573,中国这片土地。,+
1574,中国这碟土地。,-
1575,一艘航母舰载机直升飞机。,+
1576,一次航母舰载机直升飞机。,-
1577,上千万套房子。,+
1578,上千万度房子。,-
1579,一次选举失利之痛。,+
1580,一身选举失利之痛。,-
1581,一、两辆拖车和有篷空间的成本。,+
1582,一、两笔拖车和有篷空间的成本。,-
1583,白宫的一份声明。,+
1584,白宫的一季声明。,-
1585,一场世界大战。,+
1586,一分世界大战。,-
1587,两名巴勒斯坦人。,+
1588,两升巴勒斯坦人。,-
1589,这位电影专家。,+
1590,这路电影专家。,-
1591,英国一家公司。,+
1592,英国一粒公司。,-
1593,３７厘米直径。,+
1594,３７台直径。,-
1595,今天这项集会。,+
1596,今天这分钟集会。,-
1597,光影，还有下面那张牛皮包书纸。,+
1598,光影，还有下面那公斤牛皮包书纸。,-
1599,四十五亿元人民币。,+
1600,四十五亿篮人民币。,-
1601,当地几名村干部。,+
1602,当地几封村干部。,-
1603,第二次世界大战。,+
1604,第二叠世界大战。,-
1605,：我这篇文章。,+
1606,：我这杯文章。,-
1607,北岛、莫言、苏童等新一代作家。,+
1608,北岛、莫言、苏童等新一层作家。,-
1609,我们的一项工作。,+
1610,我们的一分钟工作。,-
1611,一批水电、火电项目。,+
1612,一手水电、火电项目。,-
1613,差不多十块钱。,+
1614,差不多十铢钱。,-
1615,滨江路一家排档。,+
1616,滨江路一铢排档。,-
1617,两位精神领袖。,+
1618,两棵精神领袖。,-
1619,很长一段时间。,+
1620,很长一样时间。,-
1621,88名党员干部。,+
1622,88套党员干部。,-
1623,二千三百八十一点五亿元人民币。,+
1624,二千三百八十一点五亿盆人民币。,-
1625,近二年专项检查。,+
1626,近二箩专项检查。,-
1627,３８９户企业。,+
1628,３８９公顷企业。,-
1629,西藏各级人民银行。,+
1630,西藏各倍人民银行。,-
1631,麦当劳一位发言人。,+
1632,麦当劳一对发言人。,-
1633,一条水运大动脉。,+
1634,一周水运大动脉。,-
1635,一名男子和一名妇女。,+
1636,一公里男子和一公里妇女。,-
1637,欧盟的这次访问。,+
1638,欧盟的这帮访问。,-
1639,７名巴勒斯坦人。,+
1640,７摊巴勒斯坦人。,-
1641,3年工作经验的要求。,+
1642,3丝工作经验的要求。,-
1643,４公里个人追逐赛的决赛。,+
1644,４节个人追逐赛的决赛。,-
1645,宜兰技术学院对面一家ｐｕｂ。,+
1646,宜兰技术学院对面一本ｐｕｂ。,-
1647,根据每年申请情况。,+
1648,根据每艘申请情况。,-
1649,二百五十块钱到三百块钱。,+
1650,二百五十册钱到三百册钱。,-
1651,地方各级政府。,+
1652,地方各家政府。,-
1653,这起海上谍嫌案。,+
1654,这番海上谍嫌案。,-
1655,一家公司或一户家庭。,+
1656,一秒公司或一秒家庭。,-
1657,九百点五亿元人民币。,+
1658,九百点五亿栋人民币。,-
1659,近１０００名旅客。,+
1660,近１０００篮旅客。,-
1661,一亿元人民币。,+
1662,一亿具人民币。,-
1663,画面上的５名男子。,+
1664,画面上的５丸男子。,-
1665,５０００米比赛。,+
1666,５０００时比赛。,-
1667,各级地方政府的细政策。,+
1668,各双地方政府的细政策。,-
1669,各类贷款协议。,+
1670,各片贷款协议。,-
1671,奥瑞冈州的７张选举人票。,+
1672,奥瑞冈州的７块选举人票。,-
1673,一起群殴事件。,+
1674,一罐群殴事件。,-
1675,１００多部电影。,+
1676,１００多升电影。,-
1677,这个偷，抓偷车贼这件事。,+
1678,这个偷，抓偷车贼这方事。,-
1679,科什图尼察总统的一封信。,+
1680,科什图尼察总统的一张信。,-
1681,附近的一部红色轿车。,+
1682,附近的一平方公里红色轿车。,-
1683,五十二家公司。,+
1684,五十二亩公司。,-
1685,最近的一次财富杂志采访。,+
1686,最近的一平方公里财富杂志采访。,-
1687,《谁是最可爱的人？》这篇文章。,+
1688,《谁是最可爱的人？》这撮文章。,-
1689,纽约市布鲁克林区一家联邦法庭。,+
1690,纽约市布鲁克林区一日联邦法庭。,-
1691,十二万多家外商投资企业。,+
1692,十二万多箩外商投资企业。,-
1693,参加这次游说活动的美商代表。,+
1694,参加这斛游说活动的美商代表。,-
1695,国家、农民一分钱。,+
1696,国家、农民一级钱。,-
1697,用某位军事观察家的话。,+
1698,用某叠军事观察家的话。,-
1699,５６公斤力举公开级金牌。,+
1700,５６阵力举公开级金牌。,-
1701,七点八级大地震。,+
1702,七点八起大地震。,-
1703,在井下740米处歌唱的矿工。,+
1704,在井下740伏处歌唱的矿工。,-
1705,总共４５名警力。,+
1706,总共４５盆警力。,-
1707,导致这起事件的根本原因。,+
1708,导致这桌事件的根本原因。,-
1709,１７名村干部。,+
1710,１７台村干部。,-
1711,两位专家你们所介绍的情况。,+
1712,两枝专家你们所介绍的情况。,-
1713,这列知识分子。,+
1714,这团团知识分子。,-
1715,９０多位教师的房子。,+
1716,９０多帮教师的房子。,-
1717,这次爆炸事件。,+
1718,这头爆炸事件。,-
1719,这次暴力行动。,+
1720,这碟暴力行动。,-
1721,其中一名嫌犯。,+
1722,其中一团团嫌犯。,-
1723,ＣＮＮ的一句话。,+
1724,ＣＮＮ的一钟话。,-
1725,鲍彻那篇文章。,+
1726,鲍彻那勺文章。,-
1727,克林顿这次访问的重要目的之一。,+
1728,克林顿这代访问的重要目的之一。,-
1729,菲律宾参议院２４名参议员之一。,+
1730,菲律宾参议院２４支参议员之一。,-
1731,相当长的一段时间。,+
1732,相当长的一笼时间。,-
1733,销售额超过十亿元人民币的企业。,+
1734,销售额超过十亿毫升人民币的企业。,-
1735,美国一家公司。,+
1736,美国一门子公司。,-
1737,会展中心新翼三号大厅。,+
1738,会展中心新翼三夜大厅。,-
1739,四组录音设备。,+
1740,四段儿录音设备。,-
1741,每天往返路程。,+
1742,每幅往返路程。,-
1743,视障F12级标枪金牌。,+
1744,视障F12级标枪金牌。,-
1745,迄今最大一笔出口信用保险。,+
1746,迄今最大一出出口信用保险。,-
1747,礼来公司发起的一项运动。,+
1748,礼来公司发起的一周运动。,-
1749,１３０公斤蓝宝石。,+
1750,１３０架蓝宝石。,-
1751,一条领带，一支笔，一瓶红酒。,+
1752,一杯领带，一杯笔，一杯红酒。,-
1753,三件事，四件事。,+
1754,三分事，四分事。,-
1755,《每日新闻》发自汉城的消息。,+
1756,《每头新闻》发自汉城的消息。,-
