stim1,stim2,stim3
646,什么东西你们上个月究竟吃吃了?,-
647,你们上个月究竟捞取了什么油水?,+
648,什么油水你们上个月究竟捞取了?,-
649,他们上个月究竟办理了什么手续?,+
650,什么手续他们上个月究竟办理了?,-
651,你们上个月究竟建立了什么管理局?,+
652,什么管理局你们上个月究竟建立了?,-
653,他们上个月到底卷入了什么冲突?,+
654,什么冲突他们上个月到底卷入了?,-
655,你们上个月究竟实现了什么现代化?,+
656,什么现代化你们上个月究竟实现了?,-
657,她们上个月究竟引起了什么风波?,+
658,什么风波她们上个月究竟引起了?,-
659,她们上个月究竟违背了什么意愿?,+
660,什么意愿她们上个月究竟违背了?,-
661,你们上周到底教授给了什么学生?,+
662,什么学生你们上周到底教授给了?,-
663,你们上个月到底引导了什么流向?,+
664,什么流向你们上个月到底引导了?,-
665,她们上个月究竟领导了什么建设?,+
666,什么建设她们上个月究竟领导了?,-
667,她们上个月到底督促了什么游戏?,+
668,什么游戏她们上个月到底督促了?,-
669,她们上个月到底丧失了什么良知?,+
670,什么良知她们上个月到底丧失了?,-
671,她们上个月究竟适合了什么国情?,+
672,什么国情她们上个月究竟适合了?,-
673,他们上个月究竟追捧了什么明星?,+
674,什么明星他们上个月究竟追捧了?,-
675,她们上个月究竟净化了什么政界?,+
676,什么政界她们上个月究竟净化了?,-
677,他们上个月究竟相信了什么幕?,+
678,什么幕他们上个月究竟相信了?,-
679,你们上个月到底遵循了什么规律?,+
680,什么规律你们上个月到底遵循了?,-
681,他们上个月到底纳入了什么体系?,+
682,什么体系他们上个月到底纳入了?,-
683,你们上个月究竟主管了什么资源?,+
684,什么资源你们上个月究竟主管了?,-
685,她们上个月究竟迁居了什么他乡?,+
686,什么他乡她们上个月究竟迁居了?,-
687,她们上个月究竟编列了什么预算?,+
688,什么预算她们上个月究竟编列了?,-
689,她们上个月究竟教授了什么管理?,+
690,什么管理她们上个月究竟教授了?,-
691,你上个月究竟保重好了什么平安?,+
692,什么平安你上个月究竟保重好了?,-
693,你们上个月究竟欢迎了什么来客?,+
694,什么来客你们上个月究竟欢迎了?,-
695,你们上个月到底诊治了什么教育?,+
696,什么教育你们上个月到底诊治了?,-
697,他们上个月究竟推给了什么临时工?,+
698,什么临时工他们上个月究竟推给了?,-
699,她们上个月到底欺骗了什么一辈子?,+
700,什么一辈子她们上个月到底欺骗了?,-
701,他们上个月到底利用了什么外资?,+
702,什么外资他们上个月到底利用了?,-
703,你们上个月究竟凝聚了什么力量?,+
704,什么力量你们上个月究竟凝聚了?,-
705,你们上个月究竟竖起了什么导弹?,+
706,什么导弹你们上个月究竟竖起了?,-
707,她们上个月究竟逼成了什么神经病?,+
708,什么神经病她们上个月究竟逼成了?,-
709,他们上个月究竟经营了什么基地?,+
710,什么基地他们上个月究竟经营了?,-
711,他们上个月到底建构了什么能力?,+
712,什么能力他们上个月到底建构了?,-
713,你们上个月究竟创造了什么财富?,+
714,什么财富你们上个月究竟创造了?,-
715,你们上个月究竟吓唬了什么大爷?,+
716,什么大爷你们上个月究竟吓唬了?,-
717,她们上个月到底沉入了什么水中?,+
718,什么水中她们上个月到底沉入了?,-
719,你们上个月到底扩大了什么开放?,+
720,什么开放你们上个月到底扩大了?,-
721,她们上个月到底安排了什么时间?,+
722,什么时间她们上个月到底安排了?,-
723,他们上个月到底造成了什么瘫痪?,+
724,什么瘫痪他们上个月到底造成了?,-
725,她们上个月到底提高了什么生活?,+
726,什么生活她们上个月到底提高了?,-
727,你们上个月究竟提高了什么警惕性?,+
728,什么警惕性你们上个月究竟提高了?,-
729,你们上个月究竟引起了什么风波?,+
730,什么风波你们上个月究竟引起了?,-
731,她们上个月到底享受了什么肉欲?,+
732,什么肉欲她们上个月到底享受了?,-
733,你们上个月到底拆开了什么盒子?,+
734,什么盒子你们上个月到底拆开了?,-
735,她们上个月究竟处理了什么法官?,+
736,什么法官她们上个月究竟处理了?,-
737,你们上个月究竟告诫了什么总统?,+
738,什么总统你们上个月究竟告诫了?,-
739,你们上个月究竟制造了什么争端?,+
740,什么争端你们上个月究竟制造了?,-
741,他们上个月到底对付了什么挑衅?,+
742,什么挑衅他们上个月到底对付了?,-
743,你们上个月究竟演奏了什么大提琴?,+
744,什么大提琴你们上个月究竟演奏了?,-
745,她们上个月到底介绍了什么病情?,+
746,什么病情她们上个月到底介绍了?,-
747,你们上个月究竟转告了什么政府?,+
748,什么政府你们上个月究竟转告了?,-
749,他们上个月到底就读了什么年级?,+
750,什么年级他们上个月到底就读了?,-
751,你们上个月究竟占用了什么地?,+
752,什么地你们上个月究竟占用了?,-
753,他上个月究竟贯彻落实了什么发展观?,+
754,什么发展观他上个月究竟贯彻落实了?,-
755,她们上个月究竟考上了什么研究所?,+
756,什么研究所她们上个月究竟考上了?,-
757,你们上个月到底讲究了什么养生?,+
758,什么养生你们上个月到底讲究了?,-
759,他上个月究竟挖潜扩大了什么再生产?,+
760,什么再生产他上个月究竟挖潜扩大了?,-
761,她们昨天究竟进展成了什么步打球?,+
762,什么步打球她们昨天究竟进展成了?,-
763,你们上个月究竟形同了什么告别?,+
764,什么告别你们上个月究竟形同了?,-
765,他们上个月究竟收取了什么费用?,+
766,什么费用他们上个月究竟收取了?,-
767,他们上个月到底发布了什么消息?,+
768,什么消息他们上个月到底发布了?,-
769,你们上个月究竟抓紧了什么时间?,+
770,什么时间你们上个月究竟抓紧了?,-
771,她们上个月究竟申购了什么经适房?,+
772,什么经适房她们上个月究竟申购了?,-
773,你们上个月究竟扭曲了什么情报?,+
774,什么情报你们上个月究竟扭曲了?,-
775,她们上个月究竟回避了什么媒体?,+
776,什么媒体她们上个月究竟回避了?,-
777,他们上个月到底重建了什么家园?,+
778,什么家园他们上个月到底重建了?,-
779,他们上个月究竟签署了什么契约?,+
780,什么契约他们上个月究竟签署了?,-
781,他们上个月到底涉嫌了什么事件?,+
782,什么事件他们上个月到底涉嫌了?,-
783,你们上个月到底减低了什么成本?,+
784,什么成本你们上个月到底减低了?,-
785,他们上个月到底剥皮去了什么核?,+
786,什么核他们上个月到底剥皮去了?,-
787,她们昨天究竟加固加高了什么提?,+
788,什么提她们昨天究竟加固加高了?,-
789,你们上个月究竟满是了什么人群?,+
790,什么人群你们上个月究竟满是了?,-
791,她上个月到底转嫁给了什么事?,+
792,什么事她上个月到底转嫁给了?,-
793,你们上个月究竟结束了什么行?,+
794,什么行你们上个月究竟结束了?,-
795,他们去年究竟ｆｅｔｃｈ了什么ｂａｌｌ?,+
796,什么ｂａｌｌ他们去年究竟ｆｅｔｃｈ了?,-
797,他们上个月究竟纳入了什么考核?,+
798,什么考核他们上个月究竟纳入了?,-
799,他们上个月到底采取了什么措施?,+
800,什么措施他们上个月到底采取了?,-
801,她上个月究竟呈交给了什么参议院?,+
802,什么参议院她上个月究竟呈交给了?,-
803,他们上个月究竟拉开了什么帷幕?,+
804,什么帷幕他们上个月究竟拉开了?,-
805,你们上个月到底保卫了什么安全?,+
806,什么安全你们上个月到底保卫了?,-
807,他们上周究竟代传递了什么签证?,+
808,什么签证他们上周究竟代传递了?,-
809,她前天到底压缩淘汰了什么棉纺锭?,+
810,什么棉纺锭她前天到底压缩淘汰了?,-
811,他们上个月究竟降福给了什么活动?,+
812,什么活动他们上个月究竟降福给了?,-
813,她们上个月究竟限制了什么进入?,+
814,什么进入她们上个月究竟限制了?,-
815,他们上个月到底打破了什么刻板印象?,+
816,什么刻板印象他们上个月到底打破了?,-
817,她们上个月究竟引进了什么外资?,+
818,什么外资她们上个月究竟引进了?,-
819,她们上个月到底公布了什么结果?,+
820,什么结果她们上个月到底公布了?,-
821,她们上个月究竟扩大了什么开放?,+
822,什么开放她们上个月究竟扩大了?,-
823,她们上个月到底排除了什么文化?,+
824,什么文化她们上个月到底排除了?,-
825,她们前天究竟贯彻落实了什么发展观?,+
826,什么发展观她们前天究竟贯彻落实了?,-
827,他们上个月究竟增加了什么就业?,+
828,什么就业他们上个月究竟增加了?,-
829,你们上个月究竟联通了什么国?,+
830,什么国你们上个月究竟联通了?,-
831,她们上个月究竟设置了什么系统?,+
832,什么系统她们上个月究竟设置了?,-
833,她们上个月到底请入了什么文化?,+
834,什么文化她们上个月到底请入了?,-
835,她们上个月到底推行了什么业主制?,+
836,什么业主制她们上个月到底推行了?,-
837,她们上个月究竟高於了什么增长率?,+
838,什么增长率她们上个月究竟高於了?,-
839,她们上个月究竟转向了什么国外?,+
840,什么国外她们上个月究竟转向了?,-
841,他们上个月到底解决了什么问题?,+
842,什么问题他们上个月到底解决了?,-
843,你们上个月究竟拖欠了什么会费?,+
844,什么会费你们上个月究竟拖欠了?,-
845,她们上个月究竟判处了什么重刑?,+
846,什么重刑她们上个月究竟判处了?,-
847,他们上个月究竟展望了什么生产?,+
848,什么生产他们上个月究竟展望了?,-
849,他们上个月究竟试试了什么skype?,+
850,什么skype他们上个月究竟试试了?,-
851,她们上个月究竟拓宽了什么渠道?,+
852,什么渠道她们上个月究竟拓宽了?,-
853,你们上个月究竟突破了什么禁区?,+
854,什么禁区你们上个月究竟突破了?,-
855,她们上个月到底停建了什么核四?,+
856,什么核四她们上个月到底停建了?,-
857,他们上个月究竟接受了什么治疗?,+
858,什么治疗他们上个月究竟接受了?,-
859,她们上个月究竟背负了什么包袱?,+
860,什么包袱她们上个月究竟背负了?,-
861,你们上个月究竟经历了什么灾难?,+
862,什么灾难你们上个月究竟经历了?,-
863,她们上个月到底追溯了什么运动史?,+
864,什么运动史她们上个月到底追溯了?,-
865,她们上个月究竟带回了什么分局?,+
866,什么分局她们上个月究竟带回了?,-
867,他们上个月究竟开立了什么帐户?,+
868,什么帐户他们上个月究竟开立了?,-
869,他们上个月到底发展了什么关系?,+
870,什么关系他们上个月到底发展了?,-
871,他们昨天到底考验考验了什么白加黑?,+
872,什么白加黑他们昨天到底考验考验了?,-
873,你们上个月究竟揭露了什么爱?,+
874,什么爱你们上个月究竟揭露了?,-
875,你们上个月究竟变成了什么自卫军?,+
876,什么自卫军你们上个月究竟变成了?,-
877,她去年到底PING了什么屏幕?,+
878,什么屏幕她去年到底PING了?,-
879,他们上个月究竟改进了什么培训?,+
880,什么培训他们上个月究竟改进了?,-
881,你们上个月到底缩回了什么天线杆?,+
882,什么天线杆你们上个月到底缩回了?,-
883,他们上个月究竟恢复了什么强势?,+
884,什么强势他们上个月究竟恢复了?,-
885,你们上个月到底加强了什么关系?,+
886,什么关系你们上个月到底加强了?,-
887,你们上个月究竟拓宽了什么道路?,+
888,什么道路你们上个月究竟拓宽了?,-
889,她们上个月到底遵循了什么惯例?,+
890,什么惯例她们上个月到底遵循了?,-
891,你们上个月究竟喜欢了什么west?,+
892,什么west你们上个月究竟喜欢了?,-
893,你们上个月到底强化了什么条件?,+
894,什么条件你们上个月到底强化了?,-
895,你上个月到底quote了什么排名?,+
896,什么排名你上个月到底quote了?,-
897,他们上个月到底交付了什么表决?,+
898,什么表决他们上个月到底交付了?,-
899,她们上个月到底赠送了什么礼物?,+
900,什么礼物她们上个月到底赠送了?,-
901,她们上个月究竟庆祝了什么校庆?,+
902,什么校庆她们上个月究竟庆祝了?,-
903,你们上个月到底发展了什么条件?,+
904,什么条件你们上个月到底发展了?,-
905,他们上个月究竟巩固了什么邦交?,+
906,什么邦交他们上个月究竟巩固了?,-
907,你们上个月究竟依赖了什么保守派?,+
908,什么保守派你们上个月究竟依赖了?,-
909,他们上个月到底奉行了什么政策?,+
910,什么政策他们上个月到底奉行了?,-
911,你们上个月到底合乎了什么比例?,+
912,什么比例你们上个月到底合乎了?,-
913,你们上个月到底搭建了什么帐篷?,+
914,什么帐篷你们上个月到底搭建了?,-
915,你们上个月究竟提振了什么信心?,+
916,什么信心你们上个月究竟提振了?,-
917,你们上个月究竟做做了什么参考?,+
918,什么参考你们上个月究竟做做了?,-
919,他上周到底选择建设了什么项目库?,+
920,什么项目库他上周到底选择建设了?,-
921,你们上个月到底推翻了什么政权?,+
922,什么政权你们上个月到底推翻了?,-
923,她们上个月究竟注重了什么责任感?,+
924,什么责任感她们上个月究竟注重了?,-
925,他们上个月究竟支付了什么款项?,+
926,什么款项他们上个月究竟支付了?,-
927,他们上个月到底转载了什么文章?,+
928,什么文章他们上个月到底转载了?,-
929,你们上个月到底优惠了什么地区?,+
930,什么地区你们上个月到底优惠了?,-
931,你们上个月到底掠夺了什么灵魂?,+
932,什么灵魂你们上个月到底掠夺了?,-
933,你们上个月究竟稳定了什么民心?,+
934,什么民心你们上个月究竟稳定了?,-
935,她上周究竟加倍抛售了什么债务?,+
936,什么债务她上周究竟加倍抛售了?,-
937,你们上个月到底竞争了什么席?,+
938,什么席你们上个月到底竞争了?,-
939,她们上个月究竟深化了什么改革?,+
940,什么改革她们上个月究竟深化了?,-
941,他们前天究竟开会讨论了什么问题?,+
942,什么问题他们前天究竟开会讨论了?,-
943,你们上个月究竟压制了什么异见?,+
944,什么异见你们上个月究竟压制了?,-
945,你们上个月究竟发起了什么进攻?,+
946,什么进攻你们上个月究竟发起了?,-
947,他们上个月到底串联了什么股东?,+
948,什么股东他们上个月到底串联了?,-
949,她们上个月究竟治理了什么基层?,+
950,什么基层她们上个月究竟治理了?,-
951,他们上个月到底参加了什么聚会?,+
952,什么聚会他们上个月到底参加了?,-
953,他们上个月到底恢复了什么制度?,+
954,什么制度他们上个月到底恢复了?,-
955,你们上个月到底带入了什么警车?,+
956,什么警车你们上个月到底带入了?,-
957,他昨天到底improve了什么PhD?,+
958,什么PhD他昨天到底improve了?,-
959,他们上个月到底申请了什么教育?,+
960,什么教育他们上个月到底申请了?,-
961,她上个月到底get了什么排名?,+
962,什么排名她上个月到底get了?,-
963,她们上个月到底缔造了什么和平?,+
964,什么和平她们上个月到底缔造了?,-
965,你们上个月到底保留了什么货币?,+
966,什么货币你们上个月到底保留了?,-
967,你们上个月到底遭受了什么医闹?,+
968,什么医闹你们上个月到底遭受了?,-
969,他们上个月到底自毁了什么长城?,+
970,什么长城他们上个月到底自毁了?,-
971,你们上个月到底纳入了什么观念?,+
972,什么观念你们上个月到底纳入了?,-
973,他们上个月到底闯进了什么半决赛?,+
974,什么半决赛他们上个月到底闯进了?,-
975,你们上个月到底凝聚了什么记忆?,+
976,什么记忆你们上个月到底凝聚了?,-
977,他们前天究竟take了什么课?,+
978,什么课他们前天究竟take了?,-
979,他们上个月到底圈入了什么保留区?,+
980,什么保留区他们上个月到底圈入了?,-
981,你们上个月到底清理了什么财务?,+
982,什么财务你们上个月到底清理了?,-
983,他们上个月到底改善了什么质量?,+
984,什么质量他们上个月到底改善了?,-
985,你上周究竟动员组织了什么民众?,+
986,什么民众你上周究竟动员组织了?,-
987,她们上个月到底容忍了什么事?,+
988,什么事她们上个月到底容忍了?,-
989,你们上个月究竟接受了什么协助?,+
990,什么协助你们上个月究竟接受了?,-
991,他们上个月究竟停止了什么暴力?,+
992,什么暴力他们上个月究竟停止了?,-
993,她们上个月究竟改善了什么民生?,+
994,什么民生她们上个月究竟改善了?,-
995,她们上个月到底关心了什么文章?,+
996,什么文章她们上个月到底关心了?,-
997,她们上个月到底兴建了什么大桥?,+
998,什么大桥她们上个月到底兴建了?,-
999,她们上个月究竟危及了什么安定?,+
1000,什么安定她们上个月究竟危及了?,-
1001,她们上个月究竟例行了什么公事?,+
1002,什么公事她们上个月究竟例行了?,-
1003,你们上个月到底执行了什么职务?,+
1004,什么职务你们上个月到底执行了?,-
1005,他们上个月究竟撞上了什么雷区?,+
1006,什么雷区他们上个月究竟撞上了?,-
1007,他们去年究竟调整提升了什么结构?,+
1008,什么结构他们去年究竟调整提升了?,-
1009,他们上个月究竟讲究了什么配色?,+
1010,什么配色他们上个月究竟讲究了?,-
1011,他们上个月究竟排除了什么干扰?,+
1012,什么干扰他们上个月究竟排除了?,-
1013,她们上个月究竟偿还了什么公债?,+
1014,什么公债她们上个月究竟偿还了?,-
1015,他们前天究竟控制住了什么厌学?,+
1016,什么厌学他们前天究竟控制住了?,-
1017,你们上个月究竟特设了什么队伍?,+
1018,什么队伍你们上个月究竟特设了?,-
1019,你上个月到底审批签发了什么通行证?,+
1020,什么通行证你上个月到底审批签发了?,-
1021,她们上个月到底相当了什么学校?,+
1022,什么学校她们上个月到底相当了?,-
1023,你们上个月到底专司了什么招财?,+
1024,什么招财你们上个月到底专司了?,-
1025,他们上个月究竟放松了什么政策?,+
1026,什么政策他们上个月究竟放松了?,-
1027,她们上个月到底形成了什么格局?,+
1028,什么格局她们上个月到底形成了?,-
1029,你们上个月到底注入了什么骨髓?,+
1030,什么骨髓你们上个月到底注入了?,-
1031,他们上周到底频传伤了什么事件?,+
1032,什么事件他们上周到底频传伤了?,-
1033,他们上个月究竟感染了什么病毒?,+
1034,什么病毒他们上个月究竟感染了?,-
1035,她们上个月到底举办了什么论谈?,+
1036,什么论谈她们上个月到底举办了?,-
1037,你们上个月究竟救起了什么人?,+
1038,什么人你们上个月究竟救起了?,-
1039,她们上个月究竟整合了什么营销?,+
1040,什么营销她们上个月究竟整合了?,-
1041,他们上个月究竟提供了什么保险?,+
1042,什么保险他们上个月究竟提供了?,-
1043,她们上个月究竟加强了什么关系?,+
1044,什么关系她们上个月究竟加强了?,-
1045,她们去年到底看一看了什么监护?,+
1046,什么监护她们去年到底看一看了?,-
1047,他们上个月究竟讨厌了什么博客?,+
1048,什么博客他们上个月究竟讨厌了?,-
1049,她们上个月究竟抵抗了什么弱国?,+
1050,什么弱国她们上个月究竟抵抗了?,-
1051,你们上个月到底冻结了什么预算?,+
1052,什么预算你们上个月到底冻结了?,-
1053,他们上个月究竟振兴了什么经济?,+
1054,什么经济他们上个月究竟振兴了?,-
1055,你们上个月到底认同了什么国家?,+
1056,什么国家你们上个月到底认同了?,-
1057,她们上个月究竟体验了什么服务?,+
1058,什么服务她们上个月究竟体验了?,-
1059,她们上个月到底创造了什么文化?,+
1060,什么文化她们上个月到底创造了?,-
1061,你们上个月到底调整了什么结构?,+
1062,什么结构你们上个月到底调整了?,-
1063,她们上个月究竟提高了什么采收率?,+
1064,什么采收率她们上个月究竟提高了?,-
1065,你们上个月究竟否认了什么指控?,+
1066,什么指控你们上个月究竟否认了?,-
1067,你们上个月究竟追寻了什么理想?,+
1068,什么理想你们上个月究竟追寻了?,-
1069,他们上个月到底煮成了什么熟饭?,+
1070,什么熟饭他们上个月到底煮成了?,-
1071,他们上个月到底表达了什么怒火?,+
1072,什么怒火他们上个月到底表达了?,-
1073,他们上个月究竟开拓了什么市场?,+
1074,什么市场他们上个月究竟开拓了?,-
1075,她们上个月到底借鉴了什么经验?,+
1076,什么经验她们上个月到底借鉴了?,-
1077,她们前天到底前来声援了什么学生?,+
1078,什么学生她们前天到底前来声援了?,-
1079,她们上个月到底开放了什么市场?,+
1080,什么市场她们上个月到底开放了?,-
1081,她们上个月到底修建了什么铸造厂?,+
1082,什么铸造厂她们上个月到底修建了?,-
1083,你们上个月究竟保密了什么对手?,+
1084,什么对手你们上个月究竟保密了?,-
1085,她们前天到底开枪击中了什么胸部?,+
1086,什么胸部她们前天到底开枪击中了?,-
1087,她们上个月究竟走上了什么绝路?,+
1088,什么绝路她们上个月究竟走上了?,-
1089,他们上个月究竟学习了什么先进?,+
1090,什么先进他们上个月究竟学习了?,-
1091,他们上个月究竟对待了什么示威?,+
1092,什么示威他们上个月究竟对待了?,-
1093,她们上周到底发展成了什么防御?,+
1094,什么防御她们上周到底发展成了?,-
1095,他们上个月到底享受了什么和平?,+
1096,什么和平他们上个月到底享受了?,-
1097,她们上个月究竟采认了什么学历?,+
1098,什么学历她们上个月究竟采认了?,-
1099,你们上个月到底分布了什么世界?,+
1100,什么世界你们上个月到底分布了?,-
1101,她们上个月究竟重置了什么密码?,+
1102,什么密码她们上个月究竟重置了?,-
1103,你们上个月到底展开了什么笑脸?,+
1104,什么笑脸你们上个月到底展开了?,-
1105,她们上个月究竟抑制了什么台独?,+
1106,什么台独她们上个月究竟抑制了?,-
1107,她们上个月究竟利用了什么阵地?,+
1108,什么阵地她们上个月究竟利用了?,-
1109,她们上个月究竟计算了什么标准?,+
1110,什么标准她们上个月究竟计算了?,-
1111,他们上个月到底贬低了什么乞丐?,+
1112,什么乞丐他们上个月到底贬低了?,-
1113,你们上个月到底划上了什么等号?,+
1114,什么等号你们上个月到底划上了?,-
1115,你们上个月究竟改善了什么条件?,+
1116,什么条件你们上个月究竟改善了?,-
1117,她们上个月究竟忘记了什么非顾客?,+
1118,什么非顾客她们上个月究竟忘记了?,-
1119,她们上个月究竟思考了什么商?,+
1120,什么商她们上个月究竟思考了?,-
1121,他们上个月究竟付诸了什么实施?,+
1122,什么实施他们上个月究竟付诸了?,-
1123,他们上个月究竟讨论了什么议程?,+
1124,什么议程他们上个月究竟讨论了?,-
1125,他们上个月到底抹黑了什么警察?,+
1126,什么警察他们上个月到底抹黑了?,-
1127,她们上个月到底走入了什么人群?,+
1128,什么人群她们上个月到底走入了?,-
1129,他们上个月究竟削减了什么产量?,+
1130,什么产量他们上个月究竟削减了?,-
1131,你们上个月到底引进了什么外资?,+
1132,什么外资你们上个月到底引进了?,-
1133,你们上个月究竟疏导了什么交通?,+
1134,什么交通你们上个月究竟疏导了?,-
1135,你们上个月到底毁灭了什么标准?,+
1136,什么标准你们上个月到底毁灭了?,-
1137,她们去年究竟贯彻落实了什么精神?,+
1138,什么精神她们去年究竟贯彻落实了?,-
1139,她们上个月到底构造了什么体制?,+
1140,什么体制她们上个月到底构造了?,-
1141,你们上个月究竟讨论了什么话题?,+
1142,什么话题你们上个月究竟讨论了?,-
1143,你们上个月究竟遭受了什么灾?,+
1144,什么灾你们上个月究竟遭受了?,-
1145,她们上个月究竟输送了什么气?,+
1146,什么气她们上个月究竟输送了?,-
1147,他们前天到底分析研究了什么意义?,+
1148,什么意义他们前天到底分析研究了?,-
1149,你们上个月究竟遏制了什么炒房族?,+
1150,什么炒房族你们上个月究竟遏制了?,-
1151,他们上个月到底分解了什么钾?,+
1152,什么钾他们上个月到底分解了?,-
1153,他们上个月到底拼尽了什么全力?,+
1154,什么全力他们上个月到底拼尽了?,-
1155,他们上个月究竟局限了什么本业?,+
1156,什么本业他们上个月究竟局限了?,-
1157,你们上个月究竟张大了什么嘴巴?,+
1158,什么嘴巴你们上个月究竟张大了?,-
1159,你们上个月到底丧尽了什么天良?,+
1160,什么天良你们上个月到底丧尽了?,-
1161,你们上个月究竟折成了什么加元?,+
1162,什么加元你们上个月究竟折成了?,-
1163,她们上个月究竟退还了什么饭店?,+
1164,什么饭店她们上个月究竟退还了?,-
1165,你们上个月究竟害怕了什么转基因?,+
1166,什么转基因你们上个月究竟害怕了?,-
1167,她们上个月究竟投入了什么金钱?,+
1168,什么金钱她们上个月究竟投入了?,-
1169,你们去年究竟麻痹欺骗了什么人?,+
1170,什么人你们去年究竟麻痹欺骗了?,-
1171,你们上个月到底增加了什么负担?,+
1172,什么负担你们上个月到底增加了?,-
1173,她们上个月到底吸引了什么投资?,+
1174,什么投资她们上个月到底吸引了?,-
1175,你前天到底报名参加了什么比赛?,+
1176,什么比赛你前天到底报名参加了?,-
1177,他们上个月到底影响了什么智力?,+
1178,什么智力他们上个月到底影响了?,-
1179,你们上个月到底走向了什么内省?,+
1180,什么内省你们上个月到底走向了?,-
1181,他们上个月到底召开了什么会议?,+
1182,什么会议他们上个月到底召开了?,-
1183,他们上个月到底掀起了什么高潮?,+
1184,什么高潮他们上个月到底掀起了?,-
1185,你们上个月到底返回了什么家园?,+
1186,什么家园你们上个月到底返回了?,-
1187,你们上个月究竟更换了什么配置?,+
1188,什么配置你们上个月究竟更换了?,-
1189,你们上个月究竟放宽了什么政策?,+
1190,什么政策你们上个月究竟放宽了?,-
1191,她们上个月究竟开发了什么中西部?,+
1192,什么中西部她们上个月究竟开发了?,-
1193,他们上个月到底杜绝了什么贿选?,+
1194,什么贿选他们上个月到底杜绝了?,-
1195,她们上个月究竟装扮了什么小时?,+
1196,什么小时她们上个月究竟装扮了?,-
1197,他们上个月究竟送回了什么岸边?,+
1198,什么岸边他们上个月究竟送回了?,-
1199,你们上个月到底确保了什么可靠性?,+
1200,什么可靠性你们上个月到底确保了?,-
1201,他们上个月到底倾听了什么呼声?,+
1202,什么呼声他们上个月到底倾听了?,-
1203,他去年到底照顾照顾了什么电脑?,+
1204,什么电脑他去年到底照顾照顾了?,-
1205,她们上个月到底注册了什么账号?,+
1206,什么账号她们上个月到底注册了?,-
1207,她去年到底嘱咐嘱咐了什么电话?,+
1208,什么电话她去年到底嘱咐嘱咐了?,-
1209,他们上个月究竟想尽了什么办法?,+
1210,什么办法他们上个月究竟想尽了?,-
1211,他们上个月到底通知了什么碰头会?,+
1212,什么碰头会他们上个月到底通知了?,-
1213,你们上个月究竟涌入了什么城市?,+
1214,什么城市你们上个月究竟涌入了?,-
1215,她们上个月究竟接近了什么水平?,+
1216,什么水平她们上个月究竟接近了?,-
1217,你上个月究竟娱乐调侃了什么东西?,+
1218,什么东西你上个月究竟娱乐调侃了?,-
1219,你们上个月究竟生产了什么原丝?,+
1220,什么原丝你们上个月究竟生产了?,-
1221,你们上个月究竟输入了什么号码?,+
1222,什么号码你们上个月究竟输入了?,-
1223,你们昨天到底调拨离间了什么关系?,+
1224,什么关系你们昨天到底调拨离间了?,-
1225,她们上个月究竟管好了什么运动?,+
1226,什么运动她们上个月究竟管好了?,-
1227,她们上个月到底悍卫了什么主权?,+
1228,什么主权她们上个月到底悍卫了?,-
1229,她们上个月到底尊称了什么委员长?,+
1230,什么委员长她们上个月到底尊称了?,-
1231,她前天到底携手步入了什么强?,+
1232,什么强她前天到底携手步入了?,-
1233,她昨天到底上网查找了什么人名?,+
1234,什么人名她昨天到底上网查找了?,-
1235,你们上个月究竟谈谈了什么货币?,+
1236,什么货币你们上个月究竟谈谈了?,-
1237,她们上个月到底部署了什么系统?,+
1238,什么系统她们上个月到底部署了?,-
1239,他们上个月究竟审核了什么报价?,+
1240,什么报价他们上个月究竟审核了?,-
1241,你们上个月到底扫除了什么包袱?,+
1242,什么包袱你们上个月到底扫除了?,-
1243,他们上个月到底进行了什么回访?,+
1244,什么回访他们上个月到底进行了?,-
1245,你们上个月到底引渡回了什么大陆?,+
1246,什么大陆你们上个月到底引渡回了?,-
1247,他们上周到底报告给了什么大陆?,+
1248,什么大陆他们上周到底报告给了?,-
1249,你们上个月到底积攒了什么本?,+
1250,什么本你们上个月到底积攒了?,-
1251,他去年究竟克扣挪用了什么工资?,+
1252,什么工资他去年究竟克扣挪用了?,-
1253,你上周究竟开发建设了什么东北?,+
1254,什么东北你上周究竟开发建设了?,-
1255,她们上个月究竟找找了什么借口?,+
1256,什么借口她们上个月究竟找找了?,-
1257,他们上个月究竟担心了什么生命?,+
1258,什么生命他们上个月究竟担心了?,-
1259,他们上个月到底控制了什么全境?,+
1260,什么全境他们上个月到底控制了?,-
1261,她们上个月到底孝顺了什么父母?,+
1262,什么父母她们上个月到底孝顺了?,-
1263,她们上个月到底生育了什么子女?,+
1264,什么子女她们上个月到底生育了?,-
1265,她们上个月到底调节了什么分配?,+
1266,什么分配她们上个月到底调节了?,-
1267,她们上个月到底使用了什么燃气轮机?,+
1268,什么燃气轮机她们上个月到底使用了?,-
1269,你们上个月到底安顿了什么住宿?,+
1270,什么住宿你们上个月到底安顿了?,-
1271,你们上个月到底解放了什么人类?,+
1272,什么人类你们上个月到底解放了?,-
1273,她们上个月到底喂喂了什么食儿?,+
1274,什么食儿她们上个月到底喂喂了?,-
1275,他们上个月到底会见了什么新闻界?,+
1276,什么新闻界他们上个月到底会见了?,-
1277,他们上个月究竟送上了什么法庭?,+
1278,什么法庭他们上个月究竟送上了?,-
1279,他们上周究竟bill了什么东西?,+
1280,什么东西他们上周究竟bill了?,-
1281,她们上个月到底变成了什么工厂?,+
